,date,value
2331,2022-05-22,1551
2332,2022-05-23,2040
2333,2022-05-24,1930
2334,2022-05-25,1843
2335,2022-05-26,1860
2336,2022-05-27,1782
2337,2022-05-28,1319
2338,2022-05-29,1513
2339,2022-05-30,2064
2340,2022-05-31,2073
2341,2022-06-01,1762
2342,2022-06-02,1783
2343,2022-06-03,1178
2344,2022-06-04,1292
2345,2022-06-05,1557
2346,2022-06-06,1923
2347,2022-06-07,2051
2348,2022-06-08,1778
2349,2022-06-09,1762
2350,2022-06-10,1549
2351,2022-06-11,1174
2352,2022-06-12,1373
2353,2022-06-13,1918
2354,2022-06-14,1747
2355,2022-06-15,1948
2356,2022-06-16,2033
2357,2022-06-17,2177
2358,2022-06-18,1261
2359,2022-06-19,1407
2360,2022-06-20,1850
2361,2022-06-21,1747
2362,2022-06-22,1629
2363,2022-06-23,1501
2364,2022-06-24,1417
2365,2022-06-25,948
2366,2022-06-26,1065
2367,2022-06-27,1490
2368,2022-06-28,1348
2369,2022-06-29,1614
2370,2022-06-30,2094
2371,2022-07-01,1843
2372,2022-07-02,1201
2373,2022-07-03,1342
2374,2022-07-04,2549
2375,2022-07-05,2159
2376,2022-07-06,2042
2377,2022-07-07,1745
2378,2022-07-08,1624
2379,2022-07-09,1590
2380,2022-07-10,1639
2381,2022-07-11,1962
2382,2022-07-12,1832
2383,2022-07-13,1763
2384,2022-07-14,1791
2385,2022-07-15,1823
2386,2022-07-16,1364
2387,2022-07-17,1580
2388,2022-07-18,1774
2389,2022-07-19,1711
2390,2022-07-20,1783
2391,2022-07-21,1529
2392,2022-07-22,1482
2393,2022-07-23,1441
2394,2022-07-24,1621
2395,2022-07-25,1813
2396,2022-07-26,1787
2397,2022-07-27,1842
2398,2022-07-28,1670
2399,2022-07-29,1647
2400,2022-07-30,1539
2401,2022-07-31,1655
2402,2022-08-01,1550
2403,2022-08-02,1435
2404,2022-08-03,1432
2405,2022-08-04,1353
2406,2022-08-05,1421
2407,2022-08-06,1238
2408,2022-08-07,1466
2409,2022-08-08,1589
2410,2022-08-09,1556
2411,2022-08-10,1561
2412,2022-08-11,1520
2413,2022-08-12,1521
2414,2022-08-13,1310
2415,2022-08-14,1591
2416,2022-08-15,1860
2417,2022-08-16,1609
2418,2022-08-17,1497
2419,2022-08-18,1512
2420,2022-08-19,1707
2421,2022-08-20,1394
2422,2022-08-21,1665
2423,2022-08-22,1690
2424,2022-08-23,1597
2425,2022-08-24,1629
2426,2022-08-25,1654
2427,2022-08-26,1952
2428,2022-08-27,1324
2429,2022-08-28,1209
2430,2022-08-29,1701
2431,2022-08-30,1860
2432,2022-08-31,2277
2433,2022-09-01,2219
2434,2022-09-02,1931
2435,2022-09-03,1150
2436,2022-09-04,1052
2437,2022-09-05,1504
2438,2022-09-06,1738
2439,2022-09-07,1580
2440,2022-09-08,1788
2441,2022-09-09,751
2442,2022-09-10,637
2443,2022-09-11,1163
2444,2022-09-12,2297
2445,2022-09-13,2243
2446,2022-09-14,2300
2447,2022-09-15,2484
2448,2022-09-16,2439
2449,2022-09-17,1179
2450,2022-09-18,1652
2451,2022-09-19,2735
2452,2022-09-20,2397
2453,2022-09-21,2347
2454,2022-09-22,2926
2455,2022-09-23,2445
2456,2022-09-24,1501
2457,2022-09-25,1829
2458,2022-09-26,2370
2459,2022-09-27,2196
2460,2022-09-28,2449
2461,2022-09-29,2529
2462,2022-09-30,2595
2463,2022-10-01,1284
2464,2022-10-02,1651
2465,2022-10-03,2720
2466,2022-10-04,2227
2467,2022-10-05,2330
2468,2022-10-06,2039
2469,2022-10-07,1721
2470,2022-10-08,1076
2471,2022-10-09,1175
2472,2022-10-10,1397
2473,2022-10-11,2110
2474,2022-10-12,1765
2475,2022-10-13,1982
2476,2022-10-14,2244
2477,2022-10-15,1697
2478,2022-10-16,2166
2479,2022-10-17,2815
2480,2022-10-18,2445
2481,2022-10-19,2079
2482,2022-10-20,2275
2483,2022-10-21,2016
2484,2022-10-22,1343
2485,2022-10-23,1799
2486,2022-10-24,2261
2487,2022-10-25,2201
2488,2022-10-26,1914
2489,2022-10-27,2040
2490,2022-10-28,1896
2491,2022-10-29,1464
2492,2022-10-30,1777
2493,2022-10-31,2377
2494,2022-11-01,2267
2495,2022-11-02,2133
2496,2022-11-03,2269
2497,2022-11-04,1994
2498,2022-11-05,1346
2499,2022-11-06,1747
2500,2022-11-07,2312
2501,2022-11-08,2395
2502,2022-11-09,1919
2503,2022-11-10,1983
2504,2022-11-11,1773
2505,2022-11-12,1298
2506,2022-11-13,1549
2507,2022-11-14,2344
2508,2022-11-15,2211
2509,2022-11-16,1850
2510,2022-11-17,2050
2511,2022-11-18,1957
2512,2022-11-19,1207
2513,2022-11-20,1607
2514,2022-11-21,2380
2515,2022-11-22,1738
2516,2022-11-23,1739
2517,2022-11-24,1577
2518,2022-11-25,1858
2519,2022-11-26,1052
2520,2022-11-27,1418
2521,2022-11-28,2025
2522,2022-11-29,1763
2523,2022-11-30,1614
2524,2022-12-01,1509
2525,2022-12-02,1543
2526,2022-12-03,1099
2527,2022-12-04,1612
2528,2022-12-05,2280
2529,2022-12-06,1886
2530,2022-12-07,1690
2531,2022-12-08,1885
2532,2022-12-09,1771
2533,2022-12-10,1221
2534,2022-12-11,1696
2535,2022-12-12,2060
2536,2022-12-13,1866
2537,2022-12-14,1754
2538,2022-12-15,1799
2539,2022-12-16,1768
2540,2022-12-17,1144
2541,2022-12-18,1314
2542,2022-12-19,1902
2543,2022-12-20,1839
2544,2022-12-21,1671
2545,2022-12-22,1470
2546,2022-12-23,1471
2547,2022-12-24,896
2548,2022-12-25,1135
2549,2022-12-26,1731
2550,2022-12-27,2012
2551,2022-12-28,1566
2552,2022-12-29,1853
2553,2022-12-30,1698
2554,2022-12-31,821
